GradeID,EnrollmentID,FinalGrade,LetterGrade,PassFail
5504,5504,67.8,D,Pass
5505,5505,86.9,B,Pass
5506,5506,76.4,C,Pass
5507,5507,97.7,A,Pass
5508,5508,65.3,D,Pass
5509,5509,66.6,D,Pass
5510,5510,63.4,D,Pass
5511,5511,100.0,A,Pass
5512,5512,69.3,D,Pass
5513,5513,85.5,B,Pass
5514,5514,64.5,D,Pass
5515,5515,66.0,D,Pass
5516,5516,72.3,C,Pass
5517,5517,74.3,C,Pass
5518,5518,66.8,D,Pass
5519,5519,85.1,B,Pass
5520,5520,65.8,D,Pass
5521,5521,78.8,C,Pass
5522,5522,82.2,B,Pass
5523,5523,100.0,A,Pass
5524,5524,88.1,B,Pass
5525,5525,77.2,C,Pass
5526,5526,100.0,A,Pass
5527,5527,77.3,C,Pass
5528,5528,98.3,A,Pass
5529,5529,82.0,B,Pass
5530,5530,73.7,C,Pass
5531,5531,80.2,B,Pass
5532,5532,78.5,C,Pass
5533,5533,68.6,D,Pass
5534,5534,74.9,C,Pass
5535,5535,87.4,B,Pass
5536,5536,73.1,C,Pass
5537,5537,79.4,C,Pass
5538,5538,83.3,B,Pass
5539,5539,82.5,B,Pass
5540,5540,68.3,D,Pass
5541,5541,69.8,D,Pass
5542,5542,52.0,F,Fail
5543,5543,71.8,C,Pass
5544,5544,73.2,C,Pass
5545,5545,82.6,B,Pass
5546,5546,89.9,B,Pass
5547,5547,91.8,A,Pass
5548,5548,80.9,B,Pass
5549,5549,82.7,B,Pass
5550,5550,77.1,C,Pass
5551,5551,87.7,B,Pass
5552,5552,79.3,C,Pass
5553,5553,99.0,A,Pass
5554,5554,77.3,C,Pass
5555,5555,84.5,B,Pass
5556,5556,77.8,C,Pass
5557,5557,79.5,C,Pass
5558,5558,58.3,F,Fail
5559,5559,74.9,C,Pass
5560,5560,92.9,A,Pass
5561,5561,88.6,B,Pass
5562,5562,100.0,A,Pass
5563,5563,83.8,B,Pass
5564,5564,89.5,B,Pass
5565,5565,93.3,A,Pass
5566,5566,85.8,B,Pass
5567,5567,75.0,C,Pass
5568,5568,74.0,C,Pass
5569,5569,72.6,C,Pass
5570,5570,57.8,F,Fail
5571,5571,86.3,B,Pass
5572,5572,83.7,B,Pass
5573,5573,80.7,B,Pass
5574,5574,97.6,A,Pass
5575,5575,89.0,B,Pass
5576,5576,70.2,C,Pass
5577,5577,61.4,D,Pass
5578,5578,72.8,C,Pass
5579,5579,83.1,B,Pass
5580,5580,71.6,C,Pass
5581,5581,91.7,A,Pass
5582,5582,60.4,D,Pass
5583,5583,84.2,B,Pass
5584,5584,62.0,D,Pass
5585,5585,91.7,A,Pass
5586,5586,84.7,B,Pass
5587,5587,94.3,A,Pass
5588,5588,77.0,C,Pass
5589,5589,85.5,B,Pass
5590,5590,82.8,B,Pass
5591,5591,76.4,C,Pass
5592,5592,92.4,A,Pass
5593,5593,76.9,C,Pass
5594,5594,79.6,C,Pass
5595,5595,73.7,C,Pass
5596,5596,72.2,C,Pass
5597,5597,90.4,A,Pass
5598,5598,80.4,B,Pass
5599,5599,100.0,A,Pass
5600,5600,89.3,B,Pass
5601,5601,72.5,C,Pass
5602,5602,79.9,C,Pass
5603,5603,81.3,B,Pass
5604,5604,83.5,B,Pass
5605,5605,89.7,B,Pass
5606,5606,69.5,D,Pass
5607,5607,72.5,C,Pass
5608,5608,75.2,C,Pass
5609,5609,89.4,B,Pass
5610,5610,76.3,C,Pass
5611,5611,81.0,B,Pass
5612,5612,69.4,D,Pass
5613,5613,68.7,D,Pass
5614,5614,86.4,B,Pass
5615,5615,83.9,B,Pass
5616,5616,84.1,B,Pass
5617,5617,61.7,D,Pass
5618,5618,83.3,B,Pass
5619,5619,74.1,C,Pass
5620,5620,89.4,B,Pass
5621,5621,100.0,A,Pass
5622,5622,84.8,B,Pass
5623,5623,100.0,A,Pass
5624,5624,87.8,B,Pass
5625,5625,83.5,B,Pass
5626,5626,78.8,C,Pass
5627,5627,78.7,C,Pass
5628,5628,70.0,C,Pass
5629,5629,79.2,C,Pass
5630,5630,81.2,B,Pass
5631,5631,89.3,B,Pass
5632,5632,80.4,B,Pass
5633,5633,62.1,D,Pass
5634,5634,84.4,B,Pass
5635,5635,61.9,D,Pass
5636,5636,82.5,B,Pass
5637,5637,66.3,D,Pass
5638,5638,81.2,B,Pass
5639,5639,88.3,B,Pass
5640,5640,100.0,A,Pass
5641,5641,74.5,C,Pass
5642,5642,74.7,C,Pass
5643,5643,93.2,A,Pass
5644,5644,95.1,A,Pass
5645,5645,58.4,F,Fail
5646,5646,64.3,D,Pass
5647,5647,83.5,B,Pass
5648,5648,84.7,B,Pass
5649,5649,66.4,D,Pass
5650,5650,71.9,C,Pass
5651,5651,71.6,C,Pass
5652,5652,89.1,B,Pass
5653,5653,86.4,B,Pass
5654,5654,57.6,F,Fail
5655,5655,76.2,C,Pass
5656,5656,72.3,C,Pass
5657,5657,68.2,D,Pass
5658,5658,91.6,A,Pass
5659,5659,72.0,C,Pass
5660,5660,71.7,C,Pass
5661,5661,83.0,B,Pass
5662,5662,56.7,F,Fail
5663,5663,83.6,B,Pass
5664,5664,79.2,C,Pass
5665,5665,99.3,A,Pass
5666,5666,79.1,C,Pass
5667,5667,100.0,A,Pass
5668,5668,100.0,A,Pass
5669,5669,82.8,B,Pass
5670,5670,65.3,D,Pass
5671,5671,95.1,A,Pass
5672,5672,88.1,B,Pass
5673,5673,90.3,A,Pass
5674,5674,75.6,C,Pass
5675,5675,93.5,A,Pass
5676,5676,70.2,C,Pass
5677,5677,79.9,C,Pass
5678,5678,53.3,F,Fail
5679,5679,73.9,C,Pass
5680,5680,91.9,A,Pass
5681,5681,69.1,D,Pass
5682,5682,82.2,B,Pass
5683,5683,73.5,C,Pass
5684,5684,59.3,F,Fail
5685,5685,68.6,D,Pass
5686,5686,80.1,B,Pass
5687,5687,93.2,A,Pass
5688,5688,86.1,B,Pass
5689,5689,85.0,B,Pass
5690,5690,60.1,D,Pass
5691,5691,74.7,C,Pass
5692,5692,74.4,C,Pass
5693,5693,66.0,D,Pass
5694,5694,87.7,B,Pass
5695,5695,93.1,A,Pass
5696,5696,91.1,A,Pass
5697,5697,69.5,D,Pass
5698,5698,92.2,A,Pass
5699,5699,65.4,D,Pass
5700,5700,81.7,B,Pass
5701,5701,100.0,A,Pass
5702,5702,69.6,D,Pass
5703,5703,93.8,A,Pass
5704,5704,76.9,C,Pass
5705,5705,91.7,A,Pass
5706,5706,67.4,D,Pass
5707,5707,69.2,D,Pass
5708,5708,62.1,D,Pass
5709,5709,100.0,A,Pass
5710,5710,87.1,B,Pass
5711,5711,61.4,D,Pass
5712,5712,84.8,B,Pass
5713,5713,66.2,D,Pass
5714,5714,84.3,B,Pass
5715,5715,99.1,A,Pass
5716,5716,98.2,A,Pass
5717,5717,63.6,D,Pass
5718,5718,70.7,C,Pass
5719,5719,64.9,D,Pass
5720,5720,100.0,A,Pass
5721,5721,94.3,A,Pass
5722,5722,70.9,C,Pass
5723,5723,77.1,C,Pass
5724,5724,83.9,B,Pass
5725,5725,83.1,B,Pass
5726,5726,72.6,C,Pass
5727,5727,75.9,C,Pass
5728,5728,81.8,B,Pass
5729,5729,74.7,C,Pass
5730,5730,80.2,B,Pass
5731,5731,76.9,C,Pass
5732,5732,76.2,C,Pass
5733,5733,99.8,A,Pass
5734,5734,92.6,A,Pass
5735,5735,85.1,B,Pass
5736,5736,92.9,A,Pass
5737,5737,75.8,C,Pass
5738,5738,86.8,B,Pass
5739,5739,80.0,B,Pass
5740,5740,100.0,A,Pass
5741,5741,69.8,D,Pass
5742,5742,80.8,B,Pass
5743,5743,82.9,B,Pass
5744,5744,64.5,D,Pass
5745,5745,78.2,C,Pass
5746,5746,63.4,D,Pass
5747,5747,86.9,B,Pass
5748,5748,64.6,D,Pass
5749,5749,93.0,A,Pass
5750,5750,76.5,C,Pass
5751,5751,63.5,D,Pass
5752,5752,57.2,F,Fail
5753,5753,68.3,D,Pass
5754,5754,90.8,A,Pass
5755,5755,77.9,C,Pass
5756,5756,75.2,C,Pass
5757,5757,76.5,C,Pass
5758,5758,93.5,A,Pass
5759,5759,86.7,B,Pass
5760,5760,93.0,A,Pass
5761,5761,83.6,B,Pass
5762,5762,66.2,D,Pass
5763,5763,64.2,D,Pass
5764,5764,100.0,A,Pass
5765,5765,73.3,C,Pass
5766,5766,76.2,C,Pass
5767,5767,82.7,B,Pass
5768,5768,77.3,C,Pass
5769,5769,87.3,B,Pass
5770,5770,67.7,D,Pass
5771,5771,76.1,C,Pass
5772,5772,57.7,F,Fail
5773,5773,82.6,B,Pass
5774,5774,90.6,A,Pass
5775,5775,91.5,A,Pass
5776,5776,83.0,B,Pass
5777,5777,82.6,B,Pass
5778,5778,91.4,A,Pass
5779,5779,81.2,B,Pass
5780,5780,74.8,C,Pass
5781,5781,79.5,C,Pass
5782,5782,77.2,C,Pass
5783,5783,97.4,A,Pass
5784,5784,100.0,A,Pass
5785,5785,75.6,C,Pass
5786,5786,86.7,B,Pass
5787,5787,78.4,C,Pass
5788,5788,63.8,D,Pass
5789,5789,82.6,B,Pass
5790,5790,75.2,C,Pass
5791,5791,99.7,A,Pass
5792,5792,87.8,B,Pass
5793,5793,61.7,D,Pass
5794,5794,78.7,C,Pass
5795,5795,72.0,C,Pass
5796,5796,73.5,C,Pass
5797,5797,74.6,C,Pass
5798,5798,94.4,A,Pass
5799,5799,75.4,C,Pass
5800,5800,58.8,F,Fail
5801,5801,67.6,D,Pass
5802,5802,100.0,A,Pass
5803,5803,78.6,C,Pass
5804,5804,79.4,C,Pass
5805,5805,71.5,C,Pass
5806,5806,83.3,B,Pass
5807,5807,85.8,B,Pass
5808,5808,82.9,B,Pass
5809,5809,87.1,B,Pass
5810,5810,82.8,B,Pass
5811,5811,81.4,B,Pass
5812,5812,65.8,D,Pass
5813,5813,96.7,A,Pass
5814,5814,72.0,C,Pass
5815,5815,86.1,B,Pass
5816,5816,75.1,C,Pass
5817,5817,81.7,B,Pass
5818,5818,85.7,B,Pass
5819,5819,78.6,C,Pass
5820,5820,55.7,F,Fail
5821,5821,78.6,C,Pass
5822,5822,66.6,D,Pass
5823,5823,85.9,B,Pass
5824,5824,85.8,B,Pass
5825,5825,93.4,A,Pass
5826,5826,86.5,B,Pass
5827,5827,94.0,A,Pass
5828,5828,75.5,C,Pass
5829,5829,69.5,D,Pass
5830,5830,67.6,D,Pass
5831,5831,64.3,D,Pass
5832,5832,71.4,C,Pass
5833,5833,79.2,C,Pass
5834,5834,76.2,C,Pass
5835,5835,73.6,C,Pass
5836,5836,89.5,B,Pass
5837,5837,88.6,B,Pass
5838,5838,66.1,D,Pass
5839,5839,87.9,B,Pass
5840,5840,65.5,D,Pass
5841,5841,84.6,B,Pass
5842,5842,62.2,D,Pass
5843,5843,83.6,B,Pass
5844,5844,76.8,C,Pass
5845,5845,88.0,B,Pass
5846,5846,64.0,D,Pass
5847,5847,87.2,B,Pass
5848,5848,63.1,D,Pass
5849,5849,84.6,B,Pass
5850,5850,83.0,B,Pass
5851,5851,81.8,B,Pass
5852,5852,79.9,C,Pass
5853,5853,90.8,A,Pass
5854,5854,91.1,A,Pass
5855,5855,76.4,C,Pass
5856,5856,61.5,D,Pass
5857,5857,57.8,F,Fail
5858,5858,84.9,B,Pass
5859,5859,81.9,B,Pass
5860,5860,83.0,B,Pass
5861,5861,85.8,B,Pass
5862,5862,96.6,A,Pass
5863,5863,87.8,B,Pass
5864,5864,87.2,B,Pass
5865,5865,76.1,C,Pass
5866,5866,78.0,C,Pass
5867,5867,75.8,C,Pass
5868,5868,60.7,D,Pass
5869,5869,88.9,B,Pass
5870,5870,96.9,A,Pass
5871,5871,86.0,B,Pass
5872,5872,70.1,C,Pass
5873,5873,89.9,B,Pass
5874,5874,83.2,B,Pass
5875,5875,76.0,C,Pass
5876,5876,89.3,B,Pass
5877,5877,86.7,B,Pass
5878,5878,71.4,C,Pass
5879,5879,81.7,B,Pass
5880,5880,77.9,C,Pass
5881,5881,88.5,B,Pass
5882,5882,91.5,A,Pass
5883,5883,53.9,F,Fail
5884,5884,80.8,B,Pass
5885,5885,80.1,B,Pass
5886,5886,69.0,D,Pass
5887,5887,74.9,C,Pass
5888,5888,86.9,B,Pass
5889,5889,85.9,B,Pass
5890,5890,68.3,D,Pass
5891,5891,92.5,A,Pass
5892,5892,86.4,B,Pass
5893,5893,59.8,F,Fail
5894,5894,83.0,B,Pass
5895,5895,64.8,D,Pass
5896,5896,84.5,B,Pass
5897,5897,92.4,A,Pass
5898,5898,79.1,C,Pass
5899,5899,79.4,C,Pass
5900,5900,78.3,C,Pass
5901,5901,88.9,B,Pass
5902,5902,77.4,C,Pass
5903,5903,84.5,B,Pass
5904,5904,77.4,C,Pass
5905,5905,70.6,C,Pass
5906,5906,85.4,B,Pass
5907,5907,80.1,B,Pass
5908,5908,79.1,C,Pass
5909,5909,77.4,C,Pass
5910,5910,91.2,A,Pass
5911,5911,100.0,A,Pass
5912,5912,75.7,C,Pass
5913,5913,89.8,B,Pass
5914,5914,80.9,B,Pass
5915,5915,81.7,B,Pass
5916,5916,70.8,C,Pass
5917,5917,91.3,A,Pass
5918,5918,78.3,C,Pass
5919,5919,57.6,F,Fail
5920,5920,75.6,C,Pass
5921,5921,87.5,B,Pass
5922,5922,71.8,C,Pass
5923,5923,81.9,B,Pass
5924,5924,69.3,D,Pass
5925,5925,90.7,A,Pass
5926,5926,94.0,A,Pass
5927,5927,75.4,C,Pass
5928,5928,76.9,C,Pass
5929,5929,82.4,B,Pass
5930,5930,88.7,B,Pass
5931,5931,64.9,D,Pass
5932,5932,90.6,A,Pass
5933,5933,80.5,B,Pass
5934,5934,100.0,A,Pass
5935,5935,90.6,A,Pass
5936,5936,83.9,B,Pass
5937,5937,85.3,B,Pass
5938,5938,99.0,A,Pass
5939,5939,68.4,D,Pass
5940,5940,85.9,B,Pass
5941,5941,95.3,A,Pass
5942,5942,85.7,B,Pass
5943,5943,87.3,B,Pass
5944,5944,49.9,F,Fail
5945,5945,80.9,B,Pass
5946,5946,86.3,B,Pass
5947,5947,81.8,B,Pass
5948,5948,89.1,B,Pass
5949,5949,65.4,D,Pass
5950,5950,90.6,A,Pass
5951,5951,73.8,C,Pass
5952,5952,85.1,B,Pass
5953,5953,72.4,C,Pass
5954,5954,81.7,B,Pass
5955,5955,100.0,A,Pass
5956,5956,84.0,B,Pass
5957,5957,82.4,B,Pass
5958,5958,80.6,B,Pass
5959,5959,99.1,A,Pass
5960,5960,90.3,A,Pass
5961,5961,86.2,B,Pass
5962,5962,71.3,C,Pass
5963,5963,67.6,D,Pass
5964,5964,92.9,A,Pass
5965,5965,75.2,C,Pass
5966,5966,81.4,B,Pass
5967,5967,61.6,D,Pass
5968,5968,71.6,C,Pass
5969,5969,83.7,B,Pass
5970,5970,70.1,C,Pass
5971,5971,79.6,C,Pass
5972,5972,68.2,D,Pass
5973,5973,89.2,B,Pass
5974,5974,78.7,C,Pass
5975,5975,81.1,B,Pass
5976,5976,85.9,B,Pass
5977,5977,94.5,A,Pass
5978,5978,76.7,C,Pass
5979,5979,70.3,C,Pass
5980,5980,88.3,B,Pass
5981,5981,100.0,A,Pass
5982,5982,80.9,B,Pass
5983,5983,78.9,C,Pass
5984,5984,81.8,B,Pass
5985,5985,97.1,A,Pass
5986,5986,100.0,A,Pass
5987,5987,92.1,A,Pass
5988,5988,65.9,D,Pass
5989,5989,76.4,C,Pass
5990,5990,94.7,A,Pass
5991,5991,69.5,D,Pass
5992,5992,87.1,B,Pass
5993,5993,67.3,D,Pass
5994,5994,56.3,F,Fail
5995,5995,83.2,B,Pass
5996,5996,76.1,C,Pass
5997,5997,68.9,D,Pass
5998,5998,96.5,A,Pass
5999,5999,89.8,B,Pass
6000,6000,89.0,B,Pass
6001,6001,76.8,C,Pass
6002,6002,75.6,C,Pass
6003,6003,89.0,B,Pass
6004,6004,75.6,C,Pass
6005,6005,73.6,C,Pass
6006,6006,65.2,D,Pass
6007,6007,93.7,A,Pass
6008,6008,74.3,C,Pass
6009,6009,53.7,F,Fail
6010,6010,80.4,B,Pass
6011,6011,84.8,B,Pass
6012,6012,76.5,C,Pass
6013,6013,90.4,A,Pass
6014,6014,73.3,C,Pass
6015,6015,80.5,B,Pass
6016,6016,86.0,B,Pass
6017,6017,58.6,F,Fail
6018,6018,78.2,C,Pass
6019,6019,84.7,B,Pass
6020,6020,78.8,C,Pass
6021,6021,67.1,D,Pass
6022,6022,89.4,B,Pass
6023,6023,98.8,A,Pass
6024,6024,81.0,B,Pass
6025,6025,76.5,C,Pass
6026,6026,77.7,C,Pass
6027,6027,72.6,C,Pass
6028,6028,69.4,D,Pass
6029,6029,98.8,A,Pass
6030,6030,67.8,D,Pass
6031,6031,69.1,D,Pass
6032,6032,81.7,B,Pass
6033,6033,81.4,B,Pass
6034,6034,93.6,A,Pass
6035,6035,94.8,A,Pass
6036,6036,92.0,A,Pass
6037,6037,64.0,D,Pass
6038,6038,94.3,A,Pass
6039,6039,74.1,C,Pass
6040,6040,87.7,B,Pass
6041,6041,93.6,A,Pass
6042,6042,73.6,C,Pass
6043,6043,72.0,C,Pass
6044,6044,74.1,C,Pass
6045,6045,83.9,B,Pass
6046,6046,82.6,B,Pass
6047,6047,80.3,B,Pass
6048,6048,75.4,C,Pass
6049,6049,78.5,C,Pass
6050,6050,86.9,B,Pass
6051,6051,72.5,C,Pass
6052,6052,64.8,D,Pass
6053,6053,83.2,B,Pass
6054,6054,82.4,B,Pass
6055,6055,75.7,C,Pass
6056,6056,73.6,C,Pass
6057,6057,79.1,C,Pass
6058,6058,73.9,C,Pass
6059,6059,89.8,B,Pass
6060,6060,66.1,D,Pass
6061,6061,100.0,A,Pass
6062,6062,53.6,F,Fail
6063,6063,69.1,D,Pass
6064,6064,90.5,A,Pass
6065,6065,76.9,C,Pass
6066,6066,70.8,C,Pass
6067,6067,81.4,B,Pass
6068,6068,51.5,F,Fail
6069,6069,93.2,A,Pass
6070,6070,83.4,B,Pass
6071,6071,88.6,B,Pass
6072,6072,81.9,B,Pass
6073,6073,92.6,A,Pass
6074,6074,73.2,C,Pass
6075,6075,78.1,C,Pass
6076,6076,80.2,B,Pass
6077,6077,93.9,A,Pass
6078,6078,85.5,B,Pass
6079,6079,78.1,C,Pass
6080,6080,43.6,F,Fail
6081,6081,67.2,D,Pass
6082,6082,63.6,D,Pass
6083,6083,91.0,A,Pass
6084,6084,83.9,B,Pass
6085,6085,82.5,B,Pass
6086,6086,59.0,F,Fail
6087,6087,70.0,C,Pass
6088,6088,86.7,B,Pass
6089,6089,79.0,C,Pass
6090,6090,93.2,A,Pass
6091,6091,83.1,B,Pass
6092,6092,82.4,B,Pass
6093,6093,67.9,D,Pass
6094,6094,78.4,C,Pass
6095,6095,69.4,D,Pass
6096,6096,100.0,A,Pass
6097,6097,73.1,C,Pass
6098,6098,78.7,C,Pass
6099,6099,87.7,B,Pass
6100,6100,80.3,B,Pass
6101,6101,88.5,B,Pass
6102,6102,65.8,D,Pass
6103,6103,67.9,D,Pass
6104,6104,77.4,C,Pass
6105,6105,79.1,C,Pass
6106,6106,94.3,A,Pass
6107,6107,73.0,C,Pass
6108,6108,96.8,A,Pass
6109,6109,77.8,C,Pass
6110,6110,64.2,D,Pass
6111,6111,78.6,C,Pass
6112,6112,79.5,C,Pass
6113,6113,80.8,B,Pass
6114,6114,86.4,B,Pass
6115,6115,87.4,B,Pass
6116,6116,91.5,A,Pass
6117,6117,83.5,B,Pass
6118,6118,66.1,D,Pass
6119,6119,81.7,B,Pass
6120,6120,84.3,B,Pass
6121,6121,88.5,B,Pass
6122,6122,85.8,B,Pass
6123,6123,75.1,C,Pass
6124,6124,75.1,C,Pass
6125,6125,52.5,F,Fail
6126,6126,71.7,C,Pass
6127,6127,58.1,F,Fail
6128,6128,97.1,A,Pass
6129,6129,87.4,B,Pass
6130,6130,65.4,D,Pass
6131,6131,92.7,A,Pass
6132,6132,72.0,C,Pass
6133,6133,75.5,C,Pass
6134,6134,67.4,D,Pass
6135,6135,76.4,C,Pass
6136,6136,74.6,C,Pass
6137,6137,74.2,C,Pass
6138,6138,78.2,C,Pass
6139,6139,77.3,C,Pass
6140,6140,100.0,A,Pass
6141,6141,92.0,A,Pass
6142,6142,87.8,B,Pass
6143,6143,81.0,B,Pass
6144,6144,59.2,F,Fail
6145,6145,79.0,C,Pass
6146,6146,80.6,B,Pass
6147,6147,100.0,A,Pass
6148,6148,90.2,A,Pass
6149,6149,65.6,D,Pass
6150,6150,79.3,C,Pass
6151,6151,79.1,C,Pass
6152,6152,68.3,D,Pass
6153,6153,93.0,A,Pass
6154,6154,71.1,C,Pass
6155,6155,65.0,D,Pass
6156,6156,79.6,C,Pass
6157,6157,86.8,B,Pass
6158,6158,67.7,D,Pass
6159,6159,85.2,B,Pass
6160,6160,74.9,C,Pass
6161,6161,79.8,C,Pass
6162,6162,84.9,B,Pass
6163,6163,90.1,A,Pass
6164,6164,83.1,B,Pass
6165,6165,79.8,C,Pass
6166,6166,96.9,A,Pass
6167,6167,88.0,B,Pass
6168,6168,87.5,B,Pass
6169,6169,84.7,B,Pass
6170,6170,75.3,C,Pass
6171,6171,73.3,C,Pass
6172,6172,84.9,B,Pass
6173,6173,68.2,D,Pass
6174,6174,81.8,B,Pass
6175,6175,89.2,B,Pass
6176,6176,80.5,B,Pass
6177,6177,96.2,A,Pass
6178,6178,72.4,C,Pass
6179,6179,78.7,C,Pass
6180,6180,90.7,A,Pass
6181,6181,80.0,B,Pass
6182,6182,81.8,B,Pass
6183,6183,65.8,D,Pass
6184,6184,97.6,A,Pass
6185,6185,99.6,A,Pass
6186,6186,87.8,B,Pass
6187,6187,79.4,C,Pass
6188,6188,85.6,B,Pass
6189,6189,85.5,B,Pass
6190,6190,87.5,B,Pass
6191,6191,72.3,C,Pass
6192,6192,85.9,B,Pass
6193,6193,65.1,D,Pass
6194,6194,59.4,F,Fail
6195,6195,72.1,C,Pass
6196,6196,66.1,D,Pass
6197,6197,74.3,C,Pass
6198,6198,84.9,B,Pass
6199,6199,70.2,C,Pass
6200,6200,59.7,F,Fail
6201,6201,57.1,F,Fail
6202,6202,92.5,A,Pass
6203,6203,68.9,D,Pass
6204,6204,80.5,B,Pass
6205,6205,67.5,D,Pass
6206,6206,95.1,A,Pass
6207,6207,70.4,C,Pass
6208,6208,94.6,A,Pass
6209,6209,75.1,C,Pass
6210,6210,82.9,B,Pass
6211,6211,60.0,D,Pass
6212,6212,73.0,C,Pass
6213,6213,71.7,C,Pass
6214,6214,62.0,D,Pass
6215,6215,48.9,F,Fail
6216,6216,64.9,D,Pass
6217,6217,67.0,D,Pass
6218,6218,84.8,B,Pass
6219,6219,98.7,A,Pass
6220,6220,94.5,A,Pass
6221,6221,79.3,C,Pass
6222,6222,70.3,C,Pass
6223,6223,91.2,A,Pass
6224,6224,86.3,B,Pass
6225,6225,80.6,B,Pass
6226,6226,70.8,C,Pass
6227,6227,55.6,F,Fail
6228,6228,90.5,A,Pass
6229,6229,79.0,C,Pass
6230,6230,89.8,B,Pass
6231,6231,88.5,B,Pass
6232,6232,90.7,A,Pass
6233,6233,67.5,D,Pass
6234,6234,82.3,B,Pass
6235,6235,99.5,A,Pass
6236,6236,81.5,B,Pass
6237,6237,83.4,B,Pass
6238,6238,79.6,C,Pass
6239,6239,78.0,C,Pass
6240,6240,78.4,C,Pass
6241,6241,89.3,B,Pass
6242,6242,70.2,C,Pass
6243,6243,93.1,A,Pass
6244,6244,92.4,A,Pass
6245,6245,84.6,B,Pass
6246,6246,79.0,C,Pass
6247,6247,64.3,D,Pass
6248,6248,80.4,B,Pass
6249,6249,88.1,B,Pass
6250,6250,66.4,D,Pass
6251,6251,73.2,C,Pass
6252,6252,98.5,A,Pass
6253,6253,65.1,D,Pass
6254,6254,78.1,C,Pass
6255,6255,90.7,A,Pass
6256,6256,94.2,A,Pass
6257,6257,81.5,B,Pass
6258,6258,100.0,A,Pass
6259,6259,97.8,A,Pass
6260,6260,88.1,B,Pass
6261,6261,84.8,B,Pass
6262,6262,64.7,D,Pass
6263,6263,75.5,C,Pass
6264,6264,73.9,C,Pass
6265,6265,83.0,B,Pass
6266,6266,100.0,A,Pass
6267,6267,86.1,B,Pass
6268,6268,95.4,A,Pass
6269,6269,79.2,C,Pass
6270,6270,77.5,C,Pass
6271,6271,68.8,D,Pass
6272,6272,82.7,B,Pass
6273,6273,87.4,B,Pass
6274,6274,71.2,C,Pass
6275,6275,54.4,F,Fail
6276,6276,96.4,A,Pass
6277,6277,75.2,C,Pass
6278,6278,85.1,B,Pass
6279,6279,85.3,B,Pass
6280,6280,87.0,B,Pass
6281,6281,70.4,C,Pass
6282,6282,78.5,C,Pass
6283,6283,57.4,F,Fail
6284,6284,85.9,B,Pass
6285,6285,89.7,B,Pass
6286,6286,94.4,A,Pass
6287,6287,67.5,D,Pass
6288,6288,74.3,C,Pass
6289,6289,60.4,D,Pass
6290,6290,81.8,B,Pass
6291,6291,80.0,B,Pass
6292,6292,91.3,A,Pass
6293,6293,79.3,C,Pass
6294,6294,74.7,C,Pass
6295,6295,92.8,A,Pass
6296,6296,85.5,B,Pass
6297,6297,82.7,B,Pass
6298,6298,78.7,C,Pass
6299,6299,83.4,B,Pass
6300,6300,88.8,B,Pass
6301,6301,86.2,B,Pass
6302,6302,84.4,B,Pass
6303,6303,77.0,C,Pass
6304,6304,73.1,C,Pass
6305,6305,100.0,A,Pass
6306,6306,70.8,C,Pass
6307,6307,86.2,B,Pass
6308,6308,81.8,B,Pass
6309,6309,85.2,B,Pass
6310,6310,62.2,D,Pass
6311,6311,86.1,B,Pass
6312,6312,100.0,A,Pass
6313,6313,100.0,A,Pass
6314,6314,74.3,C,Pass
6315,6315,75.2,C,Pass
6316,6316,86.4,B,Pass
6317,6317,80.1,B,Pass
6318,6318,67.2,D,Pass
6319,6319,93.4,A,Pass
6320,6320,69.5,D,Pass
6321,6321,97.1,A,Pass
6322,6322,74.8,C,Pass
6323,6323,76.6,C,Pass
6324,6324,68.1,D,Pass
6325,6325,74.0,C,Pass
6326,6326,71.6,C,Pass
6327,6327,74.0,C,Pass
6328,6328,76.7,C,Pass
6329,6329,89.3,B,Pass
6330,6330,97.6,A,Pass
6331,6331,90.0,A,Pass
6332,6332,88.7,B,Pass
6333,6333,90.1,A,Pass
6334,6334,81.9,B,Pass
6335,6335,75.9,C,Pass
6336,6336,69.4,D,Pass
6337,6337,77.1,C,Pass
6338,6338,73.2,C,Pass
6339,6339,82.3,B,Pass
6340,6340,82.9,B,Pass
6341,6341,97.2,A,Pass
6342,6342,78.4,C,Pass
6343,6343,74.9,C,Pass
6344,6344,78.0,C,Pass
6345,6345,90.3,A,Pass
6346,6346,81.8,B,Pass
6347,6347,97.7,A,Pass
6348,6348,81.7,B,Pass
6349,6349,70.2,C,Pass
6350,6350,96.8,A,Pass
6351,6351,85.7,B,Pass
6352,6352,83.7,B,Pass
6353,6353,90.1,A,Pass
6354,6354,59.9,F,Fail
6355,6355,70.6,C,Pass
6356,6356,79.6,C,Pass
6357,6357,71.2,C,Pass
6358,6358,58.7,F,Fail
6359,6359,80.4,B,Pass
6360,6360,82.1,B,Pass
6361,6361,87.8,B,Pass
6362,6362,96.5,A,Pass
6363,6363,62.1,D,Pass
6364,6364,63.4,D,Pass
6365,6365,73.8,C,Pass
6366,6366,81.4,B,Pass
6367,6367,95.6,A,Pass
6368,6368,64.4,D,Pass
6369,6369,72.4,C,Pass
6370,6370,72.1,C,Pass
6371,6371,68.6,D,Pass
6372,6372,74.6,C,Pass
6373,6373,76.5,C,Pass
6374,6374,89.9,B,Pass
6375,6375,75.1,C,Pass
6376,6376,100.0,A,Pass
