EnrollmentID,StudentID,SectionID,StudyHours,Absences
2308,10108,70,4.7,1
2309,11043,36,12.6,8
2310,11389,288,10.2,5
2311,11677,5,13.7,3
2312,14256,360,7.7,4
2313,14196,148,13.1,4
2314,10265,237,14.4,2
2315,13822,68,11.2,2
2316,12798,231,10.0,1
2317,13121,150,13.1,4
2318,10677,481,14.0,3
2319,14895,415,8.6,4
2320,13487,425,8.1,2
2321,12707,221,8.1,1
2322,13970,261,3.3,5
2323,10608,266,12.8,5
2324,13426,459,10.0,3
2325,12395,114,9.1,4
2326,12860,165,8.7,5
2327,14897,56,11.3,4
2328,11161,342,8.0,1
2329,11848,408,12.7,5
2330,14058,469,8.9,6
2331,11492,356,6.6,3
2332,12022,250,11.8,3
2333,14599,243,7.4,0
2334,13016,400,9.8,8
2335,14567,2,12.8,3
2336,12738,143,10.1,1
2337,12049,169,10.3,2
2338,14206,63,8.7,7
2339,13955,433,10.5,4
2340,10894,154,8.1,2
2341,11088,350,11.6,3
2342,14852,255,9.0,2
2343,14149,66,9.4,5
2344,12310,374,7.0,2
2345,13601,285,11.6,3
2346,12934,454,8.4,6
2347,12282,188,6.7,0
2348,10073,193,8.4,2
2349,11381,296,12.4,5
2350,10484,11,11.7,3
2351,11030,180,3.3,4
2352,13782,382,7.9,2
2353,14973,343,14.3,3
2354,13780,90,13.8,5
2355,11832,223,6.2,4
2356,14955,335,12.7,2
2357,12021,457,5.7,2
2358,10779,448,7.5,4
2359,13476,226,6.8,3
2360,14724,103,12.2,4
2361,13278,337,10.1,3
2362,10410,355,11.5,3
2363,11060,356,4.1,2
2364,12310,387,12.7,2
2365,11601,232,14.9,4
2366,14988,267,10.7,5
2367,14544,284,16.0,1
2368,12234,190,12.6,1
2369,11653,48,15.4,5
2370,11298,284,9.3,7
2371,10352,302,11.0,2
2372,13223,448,8.0,3
2373,12432,55,5.6,1
2374,10465,339,7.6,4
2375,12514,119,10.9,3
2376,13167,2,6.2,5
2377,12210,224,10.3,1
2378,10556,236,3.5,1
2379,10300,203,9.0,4
2380,13867,144,10.8,3
2381,10356,11,7.9,5
2382,10564,259,9.1,4
2383,14010,439,9.9,1
2384,14889,298,8.8,2
2385,11023,157,10.9,3
2386,11191,197,4.9,2
2387,13211,92,6.4,3
2388,11905,415,6.9,5
2389,12037,333,9.4,8
2390,11027,153,15.4,3
2391,10256,376,11.7,4
2392,12419,134,4.9,0
2393,12564,444,10.6,5
2394,12952,116,8.3,6
2395,10270,67,8.6,2
2396,10928,150,7.8,3
2397,10064,256,9.2,3
2398,14556,41,4.6,4
2399,11043,181,9.6,3
2400,14189,188,10.9,2
2401,14869,39,7.6,0
2402,10810,311,8.4,2
2403,12042,480,6.4,4
2404,13089,414,8.8,1
2405,11647,327,10.3,4
2406,14936,217,9.4,1
2407,10488,130,12.0,7
2408,13082,264,12.9,4
2409,11748,114,8.2,1
2410,10749,63,9.3,11
2411,13838,443,6.7,3
2412,10528,97,8.6,7
2413,11168,412,10.2,4
2414,14650,330,12.3,2
2415,14611,422,9.7,0
2416,13542,18,10.9,1
2417,14473,446,6.0,4
2418,13740,205,10.7,2
2419,10484,213,7.4,4
2420,10452,97,14.7,3
2421,14070,279,15.4,4
2422,14398,449,14.6,4
2423,13134,236,7.2,3
2424,11774,380,12.0,4
2425,10999,168,2.5,6
2426,12066,60,13.2,0
2427,10398,85,9.9,0
2428,11804,261,4.5,6
2429,12152,355,11.8,3
2430,11947,402,9.0,3
2431,13718,166,8.9,3
2432,13416,228,11.6,1
2433,11395,367,13.0,5
2434,14129,413,10.8,5
2435,12422,410,3.1,7
2436,13920,60,10.8,4
2437,13084,164,6.9,5
2438,12789,230,11.4,2
2439,11845,370,11.0,3
2440,11805,82,9.0,4
2441,10890,157,9.6,1
2442,12504,415,4.4,2
2443,11894,191,14.6,1
2444,11667,362,10.8,6
2445,14345,397,10.5,4
2446,13066,244,10.7,2
2447,13642,374,4.3,3
2448,13076,242,12.7,5
2449,11260,222,8.5,3
2450,12221,455,10.1,2
2451,12419,379,7.9,3
2452,12839,168,6.1,3
2453,12797,121,8.1,3
2454,10787,454,9.2,1
2455,13368,2,9.7,4
2456,14936,118,8.2,5
2457,12448,136,9.4,1
2458,13130,330,8.8,1
2459,11899,127,5.6,1
2460,14504,241,9.6,1
2461,13585,374,9.6,2
2462,14160,108,7.6,5
2463,13950,299,12.5,2
2464,12468,433,9.7,4
2465,12194,112,10.9,1
2466,10017,406,7.1,1
2467,13023,458,7.7,1
2468,14994,500,8.9,4
2469,11267,163,6.1,1
2470,10479,275,4.2,3
2471,14297,388,13.8,5
2472,13978,19,8.0,3
2473,13545,233,9.3,3
2474,14275,20,10.6,2
2475,14549,241,9.1,2
2476,10486,260,6.4,2
2477,14089,49,12.9,2
2478,14674,154,8.4,3
2479,10338,3,11.7,3
2480,10861,308,14.2,1
2481,12004,478,6.1,4
2482,11472,384,12.4,1
2483,12043,292,10.3,2
2484,13429,169,7.3,3
2485,13121,198,11.3,4
2486,11520,179,10.3,4
2487,10702,103,8.2,2
2488,14389,219,15.7,1
2489,14036,16,11.1,1
2490,13745,47,6.7,4
2491,11174,336,11.0,1
2492,11606,46,9.5,5
2493,11880,100,6.6,3
2494,13394,183,9.3,3
2495,12125,354,11.2,1
2496,14992,487,7.2,5
2497,14643,216,5.8,4
2498,11447,380,5.9,5
2499,13307,423,6.0,3
2500,13402,134,11.6,4
2501,13784,340,11.2,3
2502,12373,317,7.2,5
2503,10151,9,9.4,5
2504,11660,497,6.1,4
2505,10879,213,8.1,5
2506,12320,139,8.0,4
2507,12884,496,10.9,3
2508,13996,222,13.5,2
2509,12416,321,6.7,4
2510,11516,91,7.5,3
2511,13388,378,10.8,4
2512,10590,315,5.7,2
2513,10588,112,7.3,4
2514,12620,113,12.6,2
2515,11196,198,13.7,0
2516,14354,374,7.2,3
2517,12327,491,7.5,2
2518,12606,263,12.0,3
2519,12539,368,12.9,0
2520,10566,378,9.1,3
2521,11757,317,7.9,0
2522,14076,313,11.5,6
2523,11361,342,11.0,2
2524,12569,162,9.8,1
2525,12374,84,15.4,0
2526,11196,45,10.6,0
2527,12132,45,6.5,3
2528,12889,271,11.1,0
2529,11568,495,7.8,5
2530,13411,393,9.4,4
2531,12368,210,12.2,4
2532,13344,174,12.5,4
2533,13098,247,1.0,5
2534,11261,174,8.2,2
2535,11334,36,8.4,2
2536,14329,302,9.9,0
2537,14645,298,7.2,5
2538,13337,158,9.0,5
2539,13085,139,9.6,3
2540,13388,374,4.9,1
2541,14714,33,9.4,6
2542,12432,251,12.8,2
2543,11017,382,6.2,4
2544,10642,366,10.3,4
2545,14063,424,10.2,4
2546,10316,326,4.5,3
2547,12304,171,8.9,2
2548,10441,110,9.7,4
2549,11139,167,13.7,2
2550,10915,125,8.8,4
2551,12304,214,11.1,1
2552,14143,295,7.8,4
2553,13422,181,10.8,0
2554,12079,83,12.6,4
2555,14151,470,5.0,2
2556,12201,415,10.4,3
2557,14552,362,11.6,2
2558,10036,319,9.6,2
2559,10818,25,10.7,3
2560,11947,246,12.2,5
2561,13957,41,5.9,5
2562,14352,434,11.1,0
2563,12226,59,13.5,6
2564,13326,177,8.7,2
2565,10508,30,8.1,4
2566,13746,45,8.1,5
2567,14117,452,10.9,3
2568,13878,309,14.2,5
2569,14815,154,16.2,3
2570,10460,455,14.7,1
2571,11406,40,9.0,5
2572,14096,496,7.4,1
2573,12037,140,5.4,1
2574,12678,257,11.3,6
2575,11745,70,18.8,2
2576,12984,385,10.6,1
2577,12359,136,11.0,3
2578,11232,236,9.9,4
2579,11178,112,11.7,5
2580,10762,33,8.1,5
2581,14779,196,11.0,3
2582,12355,371,9.1,5
2583,14715,178,11.4,0
2584,13727,360,10.0,5
2585,11544,134,11.6,1
2586,13678,493,7.3,4
2587,11934,444,13.3,3
2588,13169,191,12.9,6
2589,13562,436,9.1,2
2590,14103,387,8.3,5
2591,13858,335,6.2,4
2592,14018,454,6.5,5
2593,14445,6,8.8,1
2594,12965,293,10.5,4
2595,11031,179,10.6,4
2596,12548,283,15.2,3
2597,12523,106,8.5,3
2598,14620,489,8.2,3
2599,11876,430,9.7,5
2600,10590,246,7.3,3
2601,12281,325,14.6,4
2602,13102,379,15.4,5
2603,12415,231,12.4,1
2604,13898,401,12.8,2
2605,13679,215,9.5,2
2606,11844,273,12.0,2
2607,14152,105,13.7,3
2608,11939,374,9.0,4
2609,12195,23,14.3,6
2610,14460,295,9.9,0
2611,10253,161,9.7,9
2612,11467,194,7.4,1
2613,10736,266,10.7,3
2614,10340,83,13.4,4
2615,13588,168,3.2,2
2616,11377,329,11.0,5
2617,14720,143,12.2,1
2618,10705,43,10.4,4
2619,13725,344,4.1,4
2620,14419,12,5.9,4
2621,12909,22,9.8,0
2622,11975,18,5.0,4
2623,11469,450,18.1,3
2624,12143,62,13.9,5
2625,10553,189,6.9,3
2626,13492,444,12.6,3
2627,10790,79,12.0,4
2628,11174,490,8.9,4
2629,10553,167,12.9,1
2630,13423,457,3.7,1
2631,14212,150,9.0,4
2632,10632,465,8.4,1
2633,10270,398,15.4,0
2634,10861,223,7.1,2
2635,10291,105,12.1,2
2636,11458,254,7.9,4
2637,10630,7,13.2,3
2638,10475,495,8.7,3
2639,14633,163,6.4,3
2640,14081,290,9.9,2
2641,14781,195,12.5,4
2642,11761,319,11.6,1
2643,13083,130,5.5,3
2644,14709,109,5.2,1
2645,13975,219,8.1,2
2646,13399,429,7.0,1
2647,12324,319,7.3,4
2648,13562,130,8.6,4
2649,12393,244,11.8,0
2650,13845,438,9.2,2
2651,12416,307,6.4,2
2652,13805,297,7.2,4
2653,14827,389,11.3,3
2654,11625,85,9.7,3
2655,11509,255,7.9,1
2656,14111,327,11.9,5
2657,14854,409,12.4,3
2658,10004,237,12.3,3
2659,13448,1,9.7,2
2660,12581,265,7.3,0
2661,13792,194,9.3,2
2662,11161,451,7.9,2
2663,10834,364,2.1,0
2664,11999,357,9.3,1
2665,11203,122,3.6,0
2666,12176,364,7.8,3
2667,11382,4,8.3,3
2668,14174,149,14.6,2
2669,12789,61,6.4,2
2670,12822,282,10.7,0
2671,14178,117,9.1,5
2672,10342,172,11.4,2
2673,11362,421,8.0,5
2674,14192,334,5.3,7
2675,14617,238,10.3,5
2676,10996,138,10.1,2
2677,10357,218,10.6,3
2678,10186,458,9.1,3
2679,11694,485,8.9,4
2680,12591,82,12.4,4
2681,11343,219,12.1,1
2682,11692,337,7.6,5
2683,11083,202,9.6,5
2684,12058,75,6.4,1
2685,12905,47,11.7,2
2686,13196,344,11.4,8
2687,14452,339,14.2,6
2688,13418,236,12.2,5
2689,12381,464,10.5,1
2690,10017,151,17.7,4
2691,10324,376,11.0,3
2692,12071,123,11.7,2
2693,10931,460,4.6,3
2694,14555,246,12.4,2
2695,14653,254,17.2,1
2696,11445,54,10.9,2
2697,14037,187,12.4,5
2698,10403,403,13.3,4
2699,13403,281,15.4,6
2700,14553,67,11.8,5
2701,11507,141,5.3,7
2702,11522,21,10.7,1
2703,13099,22,12.3,2
2704,12445,175,12.1,5
2705,12188,191,9.5,3
2706,12569,285,8.9,1
2707,12794,305,8.9,1
2708,10092,363,9.6,1
2709,14948,281,10.4,8
2710,14941,407,11.6,1
2711,14763,332,11.1,3
2712,11754,305,8.7,3
2713,14893,407,6.4,2
2714,10088,261,11.1,1
2715,11642,157,9.1,4
2716,12963,261,14.8,4
2717,12143,39,12.7,1
2718,10551,483,11.0,1
2719,12447,419,7.7,2
2720,11952,337,5.9,2
2721,12291,30,10.0,6
2722,13838,440,10.4,4
2723,10624,258,4.8,7
2724,13758,271,11.4,2
2725,14797,51,10.1,4
2726,13293,279,2.0,6
2727,13833,234,7.4,3
2728,12612,26,7.6,2
2729,10162,11,6.3,3
2730,11993,384,11.2,3
2731,12083,24,15.4,3
2732,13014,393,11.4,2
2733,10037,462,11.9,6
2734,10846,216,7.7,2
2735,12877,327,11.5,3
2736,13347,138,9.4,3
2737,14055,225,10.0,1
2738,14201,353,8.2,3
2739,10336,110,5.3,2
2740,13098,475,12.8,0
2741,12344,328,10.5,5
2742,11561,206,9.3,8
2743,14982,71,15.5,3
2744,14165,210,7.0,3
2745,14247,185,11.9,6
2746,10662,90,16.2,4
2747,14853,247,11.3,3
2748,13740,383,6.5,1
2749,13184,233,12.9,2
2750,11486,379,8.4,6
2751,12410,399,8.2,0
2752,14299,33,7.3,5
2753,12535,395,14.9,4
2754,10004,147,8.8,5
2755,13098,170,7.2,1
2756,12849,466,13.7,3
2757,10027,214,5.2,0
2758,10965,314,10.2,3
2759,13097,228,8.0,2
2760,10072,146,11.8,3
2761,12948,146,8.7,3
2762,12316,22,5.8,2
2763,13898,89,10.4,2
2764,14491,374,8.6,3
2765,14965,180,12.5,2
2766,12412,300,10.2,4
2767,10117,415,16.4,3
2768,12212,265,8.3,5
2769,12925,50,13.5,1
2770,12838,230,8.9,3
2771,10577,375,9.6,3
2772,10772,61,12.3,1
2773,10200,19,7.2,2
2774,11756,308,13.6,3
2775,10180,311,12.1,4
2776,12406,25,12.4,3
2777,13324,207,12.8,3
2778,14749,325,11.7,4
2779,14774,75,12.0,3
2780,12302,141,13.9,1
2781,12989,418,10.0,5
2782,11603,328,9.5,2
2783,11120,281,11.5,3
2784,12215,91,10.3,3
2785,11912,75,12.8,4
2786,12902,64,15.6,1
2787,11086,82,7.2,5
2788,10174,250,10.3,5
2789,13533,138,6.8,2
2790,14720,97,9.4,2
2791,11239,100,9.6,3
2792,13311,273,8.8,3
2793,14835,241,12.7,3
2794,13814,5,11.1,7
2795,13817,215,8.2,5
2796,14771,67,12.7,2
2797,11974,487,9.7,0
2798,13783,357,8.4,2
2799,12245,394,6.9,1
2800,11658,155,5.6,5
2801,10413,440,8.6,1
2802,13411,391,10.2,2
2803,14093,369,12.8,3
2804,11383,29,3.9,0
2805,11124,305,15.6,1
2806,14330,423,7.7,8
2807,14013,454,8.8,3
2808,12244,9,9.0,4
2809,12590,200,8.1,0
2810,11779,445,9.1,4
2811,11130,334,9.3,4
2812,10645,438,9.5,1
2813,13523,230,14.8,5
2814,11558,393,7.8,2
2815,14502,316,15.5,5
2816,12774,308,11.6,1
2817,12786,377,5.3,1
2818,11707,331,7.5,0
2819,12602,267,7.1,6
2820,13644,360,9.9,0
2821,10375,163,14.0,2
2822,11613,75,12.4,5
2823,10455,292,6.9,4
2824,14298,183,13.6,2
2825,11476,387,6.9,2
2826,10854,109,7.3,0
2827,10724,339,13.1,0
2828,11392,200,13.1,2
2829,12388,181,12.4,3
2830,10262,28,10.1,1
2831,10543,53,9.8,5
2832,10551,248,6.5,5
2833,13798,310,10.0,2
2834,10638,437,8.0,4
2835,10165,321,9.5,3
2836,12806,309,16.9,2
2837,10621,40,11.0,4
2838,11224,222,6.7,3
2839,13343,297,13.7,2
2840,10051,166,14.0,3
2841,10489,331,14.3,4
2842,10665,29,8.6,3
2843,11247,415,9.7,3
2844,12711,189,6.2,2
2845,14362,202,14.7,3
2846,14169,483,10.4,2
2847,13953,296,5.9,1
2848,12592,477,15.0,3
2849,10881,485,8.0,6
2850,10435,130,8.8,1
2851,11985,48,6.9,4
2852,14453,257,6.4,4
2853,14114,315,11.2,2
2854,13871,416,7.9,4
2855,12623,88,5.4,3
2856,11793,258,13.0,2
2857,12799,59,11.5,2
2858,13513,387,15.4,3
2859,11494,457,8.9,6
2860,12680,49,10.1,5
2861,11626,216,10.6,2
2862,12420,76,10.4,3
2863,13018,34,10.8,2
2864,11848,248,9.0,2
2865,13247,318,4.6,3
2866,11539,290,10.9,4
2867,11317,23,11.7,3
2868,11720,19,9.0,1
2869,11951,436,17.5,5
2870,10224,316,8.6,5
2871,12027,383,8.1,0
2872,11548,96,11.3,3
2873,13779,251,10.7,6
2874,13724,241,5.3,4
2875,11524,412,12.4,5
2876,12704,346,8.6,3
2877,11973,305,13.7,5
2878,14529,45,11.2,4
2879,14605,76,9.3,7
2880,14604,107,13.8,5
2881,10617,479,8.4,2
2882,14516,60,6.0,6
2883,14170,459,5.9,5
2884,12622,440,10.7,2
2885,14242,488,15.5,4
2886,12094,498,9.6,2
2887,11765,132,12.3,4
2888,13177,402,10.9,4
2889,11133,157,8.8,6
2890,14217,495,5.0,5
2891,13571,376,10.5,1
2892,11067,423,12.4,5
2893,12147,55,11.4,4
2894,10706,186,9.0,5
2895,12359,175,8.4,4
2896,13535,31,8.1,0
2897,13813,371,8.0,3
2898,12471,412,10.1,3
2899,14068,155,9.5,4
2900,13461,245,11.5,1
2901,13769,30,7.1,2
2902,11935,49,9.9,1
2903,12320,170,9.9,4
2904,12873,75,8.5,2
2905,10210,206,10.9,6
2906,14835,324,7.3,4
2907,12808,356,13.6,5
2908,14255,385,11.3,0
2909,13963,428,11.6,1
2910,14837,359,9.8,4
2911,11954,421,9.0,4
2912,12391,161,7.8,1
2913,13526,149,7.5,4
2914,14795,88,5.4,5
2915,13215,168,10.3,5
2916,12445,189,12.1,4
2917,12584,114,6.3,3
2918,10141,13,14.0,1
2919,14336,369,5.3,4
2920,10292,482,12.6,4
2921,12865,166,7.5,5
2922,14178,157,13.2,2
2923,12608,181,12.3,1
2924,13937,320,17.9,1
2925,12918,292,8.1,1
2926,12219,104,3.3,2
2927,11798,111,4.3,4
2928,10977,261,9.4,4
2929,10580,148,10.5,5
2930,12574,477,7.8,0
2931,12590,139,11.1,3
2932,13284,328,12.7,5
2933,11800,412,11.8,2
2934,11462,433,9.9,0
2935,14418,169,7.5,4
2936,14069,402,12.5,4
2937,12948,158,14.1,4
2938,10714,384,8.2,3
2939,12424,398,6.5,1
2940,11891,56,13.5,5
2941,13568,73,11.0,5
2942,11679,458,10.9,3
2943,12148,248,15.2,3
2944,10918,473,4.6,3
2945,12267,180,9.4,2
2946,12525,91,11.1,2
2947,11807,194,16.0,5
2948,14052,195,9.9,1
2949,10560,285,8.5,1
2950,10629,384,10.7,2
2951,13067,248,12.2,1
2952,11912,229,13.6,4
2953,13763,283,14.4,2
2954,13552,324,4.3,3
2955,11809,163,7.7,6
2956,12387,91,12.6,5
2957,11896,211,10.8,3
2958,13931,266,11.3,8
2959,11007,127,8.1,4
2960,10049,282,10.7,3
2961,11851,71,9.3,2
2962,11930,91,11.4,4
2963,12133,94,11.5,2
2964,11526,76,11.0,2
2965,10329,104,10.8,4
2966,12658,445,9.5,2
2967,14530,197,14.8,3
2968,10588,184,13.4,1
2969,13206,77,10.2,4
2970,11599,448,12.6,3
2971,13852,297,16.1,3
2972,12473,388,7.3,5
2973,12818,322,7.9,3
2974,14608,421,10.3,4
2975,11409,34,10.9,5
2976,11012,122,8.4,2
2977,14660,306,12.1,3
2978,14399,454,9.8,2
2979,14045,346,13.3,3
2980,11330,203,8.0,6
2981,12605,298,7.4,5
2982,12024,129,9.4,2
2983,14508,290,9.5,1
2984,13186,213,7.3,6
2985,14604,138,10.3,7
2986,14152,261,8.0,6
2987,12594,346,15.7,1
2988,13342,172,9.8,1
2989,10196,147,11.1,2
2990,11791,149,6.3,5
2991,11107,377,11.7,0
2992,12790,418,7.6,2
2993,12185,29,12.7,7
2994,10539,102,5.4,1
2995,14785,463,9.9,4
2996,10719,296,13.1,6
2997,13996,464,10.5,6
2998,10306,371,9.6,1
2999,10388,254,14.0,2
3000,10725,274,7.5,5
3001,12597,379,6.5,2
3002,12436,49,6.9,2
3003,12341,189,7.0,3
3004,10179,65,11.2,3
3005,11904,459,9.1,3
3006,11705,164,13.0,3
3007,13384,224,11.4,2
3008,14176,476,11.1,4
3009,14543,326,4.8,3
3010,14862,7,11.7,3
3011,14666,61,13.7,1
3012,10096,192,10.3,3
3013,11284,360,7.1,4
3014,10248,88,5.3,1
3015,10982,458,13.0,7
3016,14364,158,10.3,6
3017,11566,273,5.9,3
3018,12142,428,11.1,2
3019,10736,456,9.9,2
3020,13388,332,14.8,1
3021,12660,282,7.6,6
3022,10449,145,11.1,4
3023,11836,163,13.6,4
3024,14716,174,11.4,2
3025,10614,108,9.5,2
3026,11434,389,9.0,4
3027,10877,301,9.1,3
3028,12576,331,8.5,2
3029,11134,144,7.9,2
3030,14871,58,13.4,4
3031,10672,298,13.1,2
3032,11631,350,12.2,6
3033,13319,188,10.7,3
3034,10361,440,10.6,7
3035,12393,488,5.3,2
3036,13902,390,12.1,5
3037,10798,20,10.0,5
3038,11784,212,6.4,3
3039,10067,24,13.1,3
3040,13035,91,9.5,2
3041,12091,451,12.2,2
3042,12277,216,11.3,3
3043,13516,52,7.3,0
3044,10234,138,12.2,4
3045,11223,153,8.0,2
3046,12545,220,5.0,3
3047,11056,466,12.2,7
3048,14555,362,10.6,3
3049,13348,173,10.3,2
3050,11170,462,12.3,4
3051,14102,1,6.6,2
3052,10494,468,7.1,4
3053,13180,495,6.7,0
3054,13844,25,8.6,3
3055,11364,204,11.0,2
3056,13399,368,16.1,3
3057,11057,359,9.3,4
3058,10143,494,10.5,2
3059,13316,201,5.7,1
3060,14832,393,8.4,5
3061,12774,426,3.8,3
3062,11885,191,16.8,4
3063,12265,361,4.3,3
3064,11925,409,8.4,3
3065,14046,478,9.6,3
3066,12482,304,15.3,2
3067,11891,439,10.7,4
3068,13126,232,5.8,3
3069,10942,220,9.1,1
3070,11616,66,10.2,4
3071,11969,473,8.1,2
3072,13223,466,7.8,4
3073,14151,24,7.6,4
3074,11472,82,7.6,0
3075,11059,91,7.2,3
3076,11007,172,7.3,1
3077,13191,440,9.0,2
3078,11221,35,12.2,2
3079,14662,34,6.1,2
3080,14867,486,7.5,2
3081,11798,262,10.1,4
3082,14974,177,11.5,3
3083,12872,144,14.4,3
3084,10514,215,12.1,2
3085,11618,476,10.4,7
3086,14518,141,9.9,3
3087,14613,268,9.6,3
3088,13758,139,6.4,1
3089,12033,47,11.1,1
3090,13211,60,8.6,1
3091,10705,49,10.4,6
3092,11674,52,7.1,2
3093,13700,61,9.7,3
3094,12092,214,7.2,1
3095,14954,95,11.5,4
3096,12849,120,9.2,3
3097,14315,475,10.5,3
3098,14664,219,8.6,3
3099,11778,40,12.0,2
3100,14354,346,11.0,2
3101,10893,327,7.4,2
3102,10972,459,7.2,1
3103,10103,437,12.5,3
3104,11108,317,3.1,4
3105,13247,406,14.1,1
3106,13713,232,7.8,7
3107,13418,211,11.9,2
3108,14152,38,11.1,3
3109,13660,468,8.8,5
3110,14927,317,10.8,1
3111,10920,211,10.1,6
3112,14553,83,12.2,4
3113,14228,356,7.6,1
3114,14589,118,11.9,3
3115,12158,303,4.1,3
3116,10582,27,11.7,0
3117,10796,209,9.9,3
3118,13198,402,11.3,4
3119,11884,125,11.7,2
3120,13368,276,14.3,1
3121,10810,492,10.3,1
3122,12934,298,7.3,2
3123,13269,297,15.4,1
3124,14869,72,11.0,0
3125,12985,58,12.5,1
3126,10573,296,8.8,4
3127,11207,459,8.7,2
3128,14905,119,10.3,3
3129,14975,414,11.6,3
3130,13081,396,10.8,4
3131,12461,374,7.0,0
3132,11742,62,14.6,2
3133,14006,446,6.4,3
3134,14926,87,11.0,4
3135,12614,326,10.1,2
3136,11716,99,17.6,0
3137,11570,399,8.7,2
3138,10677,124,6.3,3
3139,11834,486,12.0,3
3140,12514,476,8.5,5
3141,10801,7,13.2,7
3142,11142,134,12.6,3
3143,13053,283,12.1,3
3144,12032,2,7.7,2
3145,11509,390,12.6,1
3146,11111,317,16.9,4
3147,14330,160,8.9,3
3148,10913,157,9.4,2
3149,11056,226,9.6,3
3150,14190,321,9.1,2
3151,11751,143,10.4,2
3152,13172,394,10.1,1
3153,14154,266,9.8,3
3154,13013,266,7.3,1
3155,13429,37,13.6,2
3156,13563,288,11.1,3
3157,10357,292,12.9,2
3158,14392,320,11.8,2
3159,14621,473,2.0,1
3160,11618,399,12.7,5
3161,11624,73,12.4,6
3162,11666,16,10.7,6
3163,13200,361,16.5,3
3164,14497,83,13.1,0
3165,11596,174,13.0,3
3166,11990,378,4.9,3
3167,12787,428,14.0,8
3168,10529,76,12.0,3
3169,12605,291,6.0,4
3170,13196,381,11.0,2
3171,12408,51,4.9,1
3172,10064,363,12.1,5
3173,13961,186,10.5,1
3174,12813,5,8.2,2
3175,12822,422,12.1,2
3176,14028,262,7.7,3
3177,10102,179,10.4,2
3178,13349,142,13.3,3
3179,13299,432,9.0,4
3180,13095,268,7.1,1
3181,12892,114,13.3,1
3182,13136,470,10.3,2
3183,11181,493,16.0,3
3184,12887,180,11.6,4
3185,12729,489,12.3,2
3186,12693,370,11.1,6
3187,10399,68,11.7,2
3188,10405,107,11.8,2
3189,12874,59,12.0,1
3190,13269,274,6.6,4
3191,12695,437,7.4,3
3192,12083,31,12.0,3
3193,12468,35,10.3,4
3194,14473,260,7.7,3
3195,14316,9,10.9,3
3196,11922,109,14.8,3
3197,13960,143,10.6,3
3198,11541,42,11.3,3
3199,12390,187,11.4,3
3200,14849,85,8.2,4
3201,12464,352,9.8,2
3202,13369,201,3.7,4
3203,12986,368,7.2,1
3204,10680,288,9.8,3
3205,10748,336,6.4,3
3206,12854,301,9.9,4
3207,11322,261,9.1,5
3208,13749,490,14.0,2
3209,14151,159,16.1,1
3210,14790,153,9.8,3
3211,10534,184,11.1,4
3212,11819,257,13.6,1
3213,14201,317,10.0,3
3214,12342,67,11.3,1
3215,12423,213,5.8,2
3216,14546,220,11.5,2
3217,11469,323,13.8,5
3218,14908,426,6.6,3
3219,14486,352,5.0,4
3220,11236,224,13.9,3
3221,12715,497,9.1,2
3222,11709,94,7.7,1
3223,11146,59,10.3,0
3224,11476,178,8.4,1
3225,13924,461,6.9,2
3226,12922,290,5.4,1
3227,11856,112,15.4,4
3228,13225,324,15.0,1
3229,13965,182,9.3,1
3230,13380,466,17.9,2
3231,14939,224,14.0,2
3232,11605,398,9.9,3
3233,13280,160,16.8,2
3234,10552,454,3.9,1
3235,12005,363,9.4,2
3236,11837,337,15.3,5
3237,11125,264,9.0,2
3238,11383,163,13.5,1
3239,11771,280,7.1,3
3240,13864,3,8.0,3
3241,13401,81,11.2,5
3242,10035,292,12.0,2
3243,12205,179,10.6,2
3244,15000,360,8.8,0
3245,13345,337,7.2,3
3246,13015,441,17.1,2
3247,14492,315,11.1,3
3248,14303,94,13.3,2
3249,11781,217,13.0,4
3250,11629,22,8.6,3
3251,11330,421,10.2,7
3252,11560,459,7.7,3
3253,10805,126,12.3,5
3254,12510,268,9.5,4
3255,14348,405,14.9,3
3256,11291,143,5.2,3
3257,14305,268,11.5,2
3258,12587,342,17.6,1
3259,14931,103,7.8,4
3260,12551,56,10.5,2
3261,10956,227,9.0,0
3262,14610,106,12.7,2
3263,10580,144,4.0,2
3264,11938,33,6.4,4
3265,11998,117,7.0,2
3266,11666,171,12.6,3
3267,12131,305,9.5,3
3268,13741,334,8.1,1
3269,12501,18,11.2,3
3270,11643,236,10.7,2
3271,14713,400,9.4,2
3272,11498,168,8.5,2
3273,14603,451,7.3,1
3274,13205,363,14.3,3
3275,10622,446,14.5,3
3276,13145,346,6.1,5
3277,11952,335,8.8,0
3278,11460,356,11.4,4
3279,10293,155,7.3,2
3280,10655,240,12.2,6
3281,12985,118,10.7,1
3282,13844,376,12.5,3
3283,12805,383,17.0,1
3284,12715,81,5.0,2
3285,11622,398,14.4,2
3286,14015,450,8.4,4
3287,13254,411,12.1,5
3288,12847,310,11.7,3
3289,14881,495,14.2,1
3290,14863,344,10.3,5
3291,13506,444,7.7,4
3292,10519,168,10.9,7
3293,12686,173,15.2,2
3294,10028,355,11.2,3
3295,10266,324,8.4,6
3296,11307,218,9.7,5
3297,14054,228,10.9,5
3298,13455,452,10.5,1
3299,10811,191,10.1,2
3300,14677,226,13.1,5
3301,13391,461,16.2,2
3302,10611,168,13.0,2
3303,14289,297,12.0,2
3304,12275,189,13.2,1
3305,14547,193,12.1,5
