SupportID,StudentID,ParentEducation,InternetAccess
1125,11125,College,Yes
1126,11126,High School,Yes
1127,11127,College,Yes
1128,11128,Some College,No
1129,11129,Graduate,Yes
1130,11130,Some College,Yes
1131,11131,Graduate,Yes
1132,11132,College,Yes
1133,11133,Some College,Yes
1134,11134,Graduate,Yes
1135,11135,College,Yes
1136,11136,Graduate,Yes
1137,11137,High School,Yes
1138,11138,High School,Yes
1139,11139,College,Yes
1140,11140,Graduate,Yes
1141,11141,High School,Yes
1142,11142,Some College,Yes
1143,11143,Graduate,Yes
1144,11144,Graduate,Yes
1145,11145,High School,Yes
1146,11146,High School,Yes
1147,11147,College,Yes
1148,11148,Graduate,Yes
1149,11149,Some College,Yes
1150,11150,High School,Yes
1151,11151,Graduate,Yes
1152,11152,High School,Yes
1153,11153,College,Yes
1154,11154,Graduate,Yes
1155,11155,Graduate,Yes
1156,11156,College,Yes
1157,11157,Some College,Yes
1158,11158,High School,Yes
1159,11159,College,Yes
1160,11160,Graduate,Yes
1161,11161,College,Yes
1162,11162,Graduate,Yes
1163,11163,College,No
1164,11164,Some College,Yes
1165,11165,Graduate,Yes
1166,11166,College,Yes
1167,11167,Some College,Yes
1168,11168,Some College,No
1169,11169,High School,Yes
1170,11170,Graduate,Yes
1171,11171,High School,Yes
1172,11172,Some College,Yes
1173,11173,High School,No
1174,11174,High School,Yes
1175,11175,College,Yes
1176,11176,High School,Yes
1177,11177,Some College,Yes
1178,11178,High School,Yes
1179,11179,Graduate,Yes
1180,11180,College,Yes
1181,11181,Some College,Yes
1182,11182,High School,Yes
1183,11183,Graduate,No
1184,11184,Some College,Yes
1185,11185,High School,Yes
1186,11186,College,Yes
1187,11187,High School,Yes
1188,11188,Some College,No
1189,11189,Some College,Yes
1190,11190,Some College,Yes
1191,11191,Graduate,Yes
1192,11192,High School,Yes
1193,11193,High School,No
1194,11194,High School,No
1195,11195,College,Yes
1196,11196,Graduate,No
1197,11197,Graduate,Yes
1198,11198,College,Yes
1199,11199,Graduate,Yes
1200,11200,College,Yes
1201,11201,Some College,Yes
1202,11202,Some College,Yes
1203,11203,Graduate,Yes
1204,11204,Some College,Yes
1205,11205,Some College,Yes
1206,11206,Some College,Yes
1207,11207,High School,Yes
1208,11208,Some College,Yes
1209,11209,High School,Yes
1210,11210,College,Yes
1211,11211,College,Yes
1212,11212,College,Yes
1213,11213,College,Yes
1214,11214,College,Yes
1215,11215,Some College,Yes
1216,11216,Some College,Yes
1217,11217,Some College,Yes
1218,11218,College,Yes
1219,11219,College,Yes
1220,11220,High School,Yes
1221,11221,Graduate,Yes
1222,11222,Some College,Yes
1223,11223,Graduate,Yes
1224,11224,College,Yes
1225,11225,College,Yes
1226,11226,College,Yes
1227,11227,Graduate,Yes
1228,11228,High School,Yes
1229,11229,College,Yes
1230,11230,High School,Yes
1231,11231,High School,Yes
1232,11232,Some College,Yes
1233,11233,Graduate,Yes
1234,11234,College,Yes
1235,11235,High School,Yes
1236,11236,Graduate,Yes
1237,11237,Graduate,Yes
1238,11238,College,Yes
1239,11239,Some College,Yes
1240,11240,Some College,Yes
1241,11241,High School,Yes
1242,11242,Some College,Yes
1243,11243,Some College,Yes
1244,11244,Some College,Yes
1245,11245,Graduate,Yes
1246,11246,College,Yes
1247,11247,Graduate,Yes
1248,11248,Graduate,Yes
1249,11249,College,Yes
1250,11250,Graduate,Yes
1251,11251,High School,Yes
1252,11252,High School,Yes
1253,11253,Graduate,Yes
1254,11254,Some College,Yes
1255,11255,Graduate,Yes
1256,11256,Some College,No
1257,11257,Graduate,Yes
1258,11258,High School,Yes
1259,11259,Some College,Yes
1260,11260,High School,Yes
1261,11261,Graduate,Yes
1262,11262,College,Yes
1263,11263,Some College,Yes
1264,11264,Some College,Yes
1265,11265,Graduate,Yes
1266,11266,Graduate,Yes
1267,11267,Some College,Yes
1268,11268,College,Yes
1269,11269,Graduate,Yes
1270,11270,Graduate,Yes
1271,11271,Graduate,Yes
1272,11272,College,Yes
1273,11273,Some College,Yes
1274,11274,High School,Yes
1275,11275,Graduate,Yes
1276,11276,College,Yes
1277,11277,Some College,Yes
1278,11278,Some College,Yes
1279,11279,College,Yes
1280,11280,Graduate,Yes
1281,11281,High School,Yes
1282,11282,Graduate,Yes
1283,11283,Some College,Yes
1284,11284,High School,Yes
1285,11285,Graduate,No
1286,11286,High School,Yes
1287,11287,College,Yes
1288,11288,Graduate,Yes
1289,11289,Some College,Yes
1290,11290,Some College,Yes
1291,11291,High School,Yes
1292,11292,College,Yes
1293,11293,Graduate,Yes
1294,11294,College,Yes
1295,11295,College,Yes
1296,11296,High School,Yes
1297,11297,High School,No
1298,11298,Graduate,Yes
1299,11299,Some College,Yes
1300,11300,Graduate,Yes
1301,11301,College,Yes
1302,11302,High School,Yes
1303,11303,College,Yes
1304,11304,High School,Yes
1305,11305,Some College,Yes
1306,11306,College,Yes
1307,11307,High School,Yes
1308,11308,Graduate,Yes
1309,11309,Graduate,Yes
1310,11310,Graduate,Yes
1311,11311,College,Yes
1312,11312,High School,Yes
1313,11313,High School,No
1314,11314,High School,Yes
1315,11315,College,Yes
1316,11316,High School,Yes
1317,11317,Some College,Yes
1318,11318,College,Yes
1319,11319,Some College,Yes
1320,11320,Some College,Yes
1321,11321,Graduate,Yes
1322,11322,College,Yes
1323,11323,High School,Yes
1324,11324,Some College,Yes
1325,11325,College,No
1326,11326,High School,No
1327,11327,Graduate,No
1328,11328,College,Yes
1329,11329,College,Yes
1330,11330,College,Yes
1331,11331,High School,Yes
1332,11332,Some College,Yes
1333,11333,Some College,Yes
1334,11334,College,Yes
1335,11335,College,Yes
1336,11336,High School,Yes
1337,11337,Graduate,Yes
1338,11338,College,Yes
1339,11339,College,Yes
1340,11340,Graduate,Yes
1341,11341,College,Yes
1342,11342,Some College,Yes
1343,11343,College,Yes
1344,11344,Some College,Yes
1345,11345,High School,Yes
1346,11346,High School,No
1347,11347,Some College,Yes
1348,11348,Some College,Yes
1349,11349,Graduate,Yes
1350,11350,Some College,Yes
1351,11351,Some College,Yes
1352,11352,College,Yes
1353,11353,Graduate,Yes
1354,11354,Some College,Yes
1355,11355,Some College,Yes
1356,11356,Some College,Yes
1357,11357,College,Yes
1358,11358,College,Yes
1359,11359,College,Yes
1360,11360,High School,Yes
1361,11361,College,No
1362,11362,Some College,Yes
1363,11363,College,Yes
1364,11364,College,No
1365,11365,Graduate,Yes
1366,11366,Some College,Yes
1367,11367,College,Yes
1368,11368,High School,Yes
1369,11369,Graduate,Yes
1370,11370,College,Yes
1371,11371,Graduate,Yes
1372,11372,Graduate,Yes
1373,11373,High School,Yes
1374,11374,High School,Yes
1375,11375,High School,Yes
1376,11376,Some College,Yes
1377,11377,Graduate,Yes
1378,11378,College,No
1379,11379,High School,Yes
1380,11380,High School,Yes
1381,11381,Graduate,Yes
1382,11382,Graduate,Yes
1383,11383,Graduate,Yes
1384,11384,College,Yes
1385,11385,Some College,Yes
1386,11386,Some College,No
1387,11387,High School,Yes
1388,11388,Some College,Yes
1389,11389,College,Yes
1390,11390,Some College,Yes
1391,11391,College,Yes
1392,11392,High School,Yes
1393,11393,Graduate,Yes
1394,11394,College,Yes
1395,11395,Graduate,Yes
1396,11396,High School,Yes
1397,11397,College,No
1398,11398,College,Yes
1399,11399,Some College,No
1400,11400,College,Yes
1401,11401,High School,Yes
1402,11402,Graduate,Yes
1403,11403,College,Yes
1404,11404,High School,Yes
1405,11405,High School,Yes
1406,11406,College,No
1407,11407,Some College,Yes
1408,11408,College,Yes
1409,11409,College,Yes
1410,11410,Some College,Yes
1411,11411,High School,Yes
1412,11412,College,Yes
1413,11413,Some College,Yes
1414,11414,Graduate,Yes
1415,11415,Graduate,Yes
1416,11416,Some College,Yes
1417,11417,High School,Yes
1418,11418,Some College,Yes
1419,11419,High School,Yes
1420,11420,Graduate,Yes
1421,11421,College,Yes
1422,11422,Some College,Yes
1423,11423,Graduate,Yes
1424,11424,College,Yes
1425,11425,Graduate,Yes
1426,11426,Some College,Yes
1427,11427,Some College,Yes
1428,11428,College,Yes
1429,11429,Some College,Yes
1430,11430,Graduate,Yes
1431,11431,College,Yes
1432,11432,College,Yes
1433,11433,Graduate,Yes
1434,11434,High School,Yes
1435,11435,College,Yes
1436,11436,High School,Yes
1437,11437,Graduate,Yes
1438,11438,Graduate,Yes
1439,11439,College,Yes
1440,11440,Some College,Yes
1441,11441,College,Yes
1442,11442,Some College,Yes
1443,11443,High School,Yes
1444,11444,Some College,No
1445,11445,College,Yes
1446,11446,Some College,Yes
1447,11447,Graduate,Yes
1448,11448,High School,Yes
1449,11449,Graduate,Yes
1450,11450,Graduate,Yes
1451,11451,Graduate,Yes
1452,11452,Graduate,Yes
1453,11453,Some College,Yes
1454,11454,Graduate,Yes
1455,11455,Some College,Yes
1456,11456,Graduate,Yes
1457,11457,College,Yes
1458,11458,Graduate,Yes
1459,11459,College,Yes
1460,11460,Some College,Yes
1461,11461,High School,Yes
1462,11462,Some College,Yes
1463,11463,High School,Yes
1464,11464,High School,Yes
1465,11465,Graduate,Yes
1466,11466,High School,Yes
1467,11467,Some College,Yes
1468,11468,Graduate,Yes
1469,11469,High School,Yes
1470,11470,Some College,Yes
1471,11471,High School,Yes
1472,11472,High School,Yes
1473,11473,Graduate,Yes
1474,11474,Graduate,No
1475,11475,Some College,Yes
1476,11476,Graduate,Yes
1477,11477,Graduate,Yes
1478,11478,College,Yes
1479,11479,College,Yes
1480,11480,Some College,Yes
1481,11481,Graduate,Yes
1482,11482,Some College,Yes
1483,11483,College,Yes
1484,11484,College,Yes
1485,11485,College,No
1486,11486,Some College,No
1487,11487,Graduate,Yes
1488,11488,High School,Yes
1489,11489,Graduate,Yes
1490,11490,Some College,Yes
1491,11491,College,Yes
1492,11492,High School,Yes
1493,11493,Some College,Yes
1494,11494,College,Yes
1495,11495,Some College,Yes
1496,11496,High School,Yes
1497,11497,College,Yes
1498,11498,Graduate,Yes
1499,11499,Some College,Yes
1500,11500,High School,Yes
1501,11501,Graduate,Yes
1502,11502,High School,Yes
1503,11503,Some College,Yes
1504,11504,High School,Yes
1505,11505,College,Yes
1506,11506,High School,Yes
1507,11507,Some College,Yes
1508,11508,College,Yes
1509,11509,High School,Yes
1510,11510,High School,Yes
1511,11511,College,Yes
1512,11512,Graduate,Yes
1513,11513,Graduate,Yes
1514,11514,College,Yes
1515,11515,High School,Yes
1516,11516,Graduate,Yes
1517,11517,College,Yes
1518,11518,Some College,Yes
1519,11519,High School,No
1520,11520,Some College,Yes
1521,11521,High School,Yes
1522,11522,Graduate,Yes
1523,11523,Some College,No
1524,11524,Some College,Yes
1525,11525,College,Yes
1526,11526,Graduate,Yes
1527,11527,Graduate,Yes
1528,11528,High School,Yes
1529,11529,College,Yes
1530,11530,College,Yes
1531,11531,High School,Yes
1532,11532,Some College,No
1533,11533,High School,Yes
1534,11534,High School,Yes
1535,11535,High School,Yes
1536,11536,College,Yes
1537,11537,High School,Yes
1538,11538,High School,Yes
1539,11539,High School,Yes
1540,11540,Graduate,Yes
1541,11541,Some College,Yes
1542,11542,Some College,No
1543,11543,Some College,Yes
1544,11544,Some College,Yes
1545,11545,College,Yes
1546,11546,College,Yes
1547,11547,High School,Yes
1548,11548,College,Yes
1549,11549,Some College,Yes
1550,11550,Graduate,Yes
1551,11551,High School,Yes
1552,11552,High School,Yes
1553,11553,Some College,Yes
1554,11554,Some College,Yes
1555,11555,Some College,Yes
1556,11556,College,Yes
1557,11557,High School,Yes
1558,11558,Some College,Yes
1559,11559,Graduate,Yes
1560,11560,High School,Yes
1561,11561,High School,Yes
1562,11562,College,Yes
1563,11563,High School,Yes
1564,11564,Some College,Yes
1565,11565,Some College,Yes
1566,11566,Graduate,Yes
1567,11567,High School,No
1568,11568,High School,Yes
1569,11569,College,Yes
1570,11570,Some College,Yes
1571,11571,Graduate,Yes
1572,11572,Some College,Yes
1573,11573,High School,Yes
1574,11574,High School,Yes
1575,11575,Graduate,Yes
1576,11576,High School,Yes
1577,11577,Graduate,Yes
1578,11578,Graduate,Yes
1579,11579,Some College,No
1580,11580,Graduate,Yes
1581,11581,High School,Yes
1582,11582,College,Yes
1583,11583,College,Yes
1584,11584,High School,Yes
1585,11585,College,Yes
1586,11586,College,Yes
1587,11587,Graduate,No
1588,11588,College,Yes
1589,11589,College,Yes
1590,11590,College,Yes
1591,11591,Some College,Yes
1592,11592,High School,Yes
1593,11593,Graduate,Yes
1594,11594,College,Yes
1595,11595,High School,Yes
1596,11596,College,Yes
1597,11597,Some College,Yes
1598,11598,Some College,Yes
1599,11599,College,Yes
1600,11600,College,Yes
1601,11601,College,Yes
1602,11602,Some College,Yes
1603,11603,Some College,Yes
1604,11604,High School,Yes
1605,11605,Graduate,Yes
1606,11606,Graduate,Yes
1607,11607,Some College,Yes
1608,11608,Graduate,Yes
1609,11609,College,No
1610,11610,High School,Yes
1611,11611,Some College,Yes
1612,11612,Some College,Yes
1613,11613,Graduate,Yes
1614,11614,College,Yes
1615,11615,High School,Yes
1616,11616,Graduate,Yes
1617,11617,Some College,Yes
1618,11618,Some College,Yes
1619,11619,Graduate,Yes
1620,11620,College,Yes
1621,11621,High School,Yes
1622,11622,High School,Yes
1623,11623,High School,Yes
1624,11624,High School,Yes
1625,11625,College,Yes
1626,11626,Some College,Yes
1627,11627,Some College,Yes
1628,11628,High School,No
1629,11629,High School,Yes
1630,11630,High School,Yes
1631,11631,Graduate,Yes
1632,11632,Graduate,Yes
1633,11633,Some College,Yes
1634,11634,Some College,Yes
1635,11635,High School,Yes
1636,11636,Graduate,Yes
1637,11637,College,Yes
1638,11638,Graduate,Yes
1639,11639,Some College,Yes
1640,11640,Graduate,Yes
1641,11641,Some College,Yes
1642,11642,High School,Yes
1643,11643,College,Yes
1644,11644,High School,Yes
1645,11645,High School,Yes
1646,11646,College,Yes
1647,11647,College,Yes
1648,11648,College,Yes
1649,11649,Some College,Yes
1650,11650,High School,Yes
1651,11651,Some College,Yes
1652,11652,College,Yes
1653,11653,Some College,Yes
1654,11654,College,Yes
1655,11655,Graduate,Yes
1656,11656,College,Yes
1657,11657,High School,Yes
1658,11658,High School,Yes
1659,11659,High School,Yes
1660,11660,Some College,Yes
1661,11661,High School,Yes
1662,11662,College,Yes
1663,11663,Graduate,Yes
1664,11664,High School,Yes
1665,11665,Some College,Yes
1666,11666,Graduate,No
1667,11667,High School,No
1668,11668,High School,Yes
1669,11669,Graduate,Yes
1670,11670,High School,Yes
1671,11671,Some College,No
1672,11672,College,Yes
1673,11673,College,Yes
1674,11674,Graduate,Yes
1675,11675,College,Yes
1676,11676,High School,Yes
1677,11677,High School,Yes
1678,11678,Some College,Yes
1679,11679,College,Yes
1680,11680,Graduate,Yes
1681,11681,High School,Yes
1682,11682,Graduate,Yes
1683,11683,High School,Yes
1684,11684,High School,Yes
1685,11685,Some College,Yes
1686,11686,College,Yes
1687,11687,Some College,Yes
1688,11688,College,Yes
1689,11689,Graduate,Yes
1690,11690,College,Yes
1691,11691,Graduate,Yes
1692,11692,High School,Yes
1693,11693,Graduate,Yes
1694,11694,Graduate,Yes
1695,11695,High School,Yes
1696,11696,Graduate,Yes
1697,11697,Graduate,Yes
1698,11698,High School,Yes
1699,11699,High School,Yes
1700,11700,High School,Yes
1701,11701,College,Yes
1702,11702,High School,Yes
1703,11703,High School,Yes
1704,11704,Graduate,Yes
1705,11705,Some College,Yes
1706,11706,Some College,Yes
1707,11707,College,Yes
1708,11708,College,Yes
1709,11709,Some College,Yes
1710,11710,Some College,Yes
1711,11711,High School,Yes
1712,11712,Graduate,Yes
1713,11713,High School,Yes
1714,11714,College,Yes
1715,11715,Some College,Yes
1716,11716,College,Yes
1717,11717,High School,Yes
1718,11718,College,Yes
1719,11719,College,Yes
1720,11720,Graduate,Yes
1721,11721,College,Yes
1722,11722,High School,Yes
1723,11723,Graduate,Yes
1724,11724,College,Yes
1725,11725,High School,Yes
1726,11726,Some College,Yes
1727,11727,Graduate,Yes
1728,11728,College,No
1729,11729,College,Yes
1730,11730,Graduate,Yes
1731,11731,High School,Yes
1732,11732,College,Yes
1733,11733,High School,Yes
1734,11734,Graduate,Yes
1735,11735,College,Yes
1736,11736,Some College,Yes
1737,11737,Some College,Yes
1738,11738,Some College,No
1739,11739,Graduate,Yes
1740,11740,College,Yes
1741,11741,Graduate,Yes
1742,11742,College,No
1743,11743,Some College,Yes
1744,11744,Some College,Yes
1745,11745,High School,No
1746,11746,Graduate,Yes
1747,11747,Graduate,Yes
1748,11748,High School,Yes
1749,11749,Some College,No
1750,11750,Some College,Yes
1751,11751,Graduate,Yes
1752,11752,College,Yes
1753,11753,Some College,Yes
1754,11754,High School,Yes
1755,11755,High School,Yes
1756,11756,High School,Yes
1757,11757,Graduate,Yes
1758,11758,Graduate,Yes
1759,11759,Graduate,Yes
1760,11760,Graduate,Yes
1761,11761,High School,Yes
1762,11762,High School,Yes
1763,11763,Graduate,Yes
1764,11764,Graduate,Yes
1765,11765,High School,Yes
1766,11766,Graduate,Yes
1767,11767,Graduate,Yes
1768,11768,Graduate,Yes
1769,11769,Graduate,Yes
1770,11770,Some College,Yes
1771,11771,Graduate,No
1772,11772,High School,Yes
1773,11773,High School,Yes
1774,11774,High School,Yes
1775,11775,High School,Yes
1776,11776,Graduate,Yes
1777,11777,Some College,Yes
1778,11778,College,Yes
1779,11779,College,Yes
1780,11780,College,Yes
1781,11781,College,Yes
1782,11782,High School,Yes
1783,11783,Graduate,Yes
1784,11784,Graduate,Yes
1785,11785,College,Yes
1786,11786,College,Yes
1787,11787,Some College,No
1788,11788,Some College,Yes
1789,11789,Some College,Yes
1790,11790,High School,Yes
1791,11791,Graduate,Yes
1792,11792,High School,Yes
1793,11793,High School,Yes
1794,11794,Graduate,Yes
1795,11795,Some College,Yes
1796,11796,Graduate,Yes
1797,11797,College,Yes
1798,11798,Some College,Yes
1799,11799,Graduate,Yes
1800,11800,High School,Yes
1801,11801,Graduate,Yes
1802,11802,Some College,Yes
1803,11803,College,Yes
1804,11804,High School,Yes
1805,11805,College,Yes
1806,11806,College,Yes
1807,11807,High School,Yes
1808,11808,Graduate,Yes
1809,11809,Graduate,Yes
1810,11810,College,Yes
1811,11811,Graduate,Yes
1812,11812,Some College,Yes
1813,11813,College,Yes
1814,11814,College,Yes
1815,11815,College,Yes
1816,11816,Some College,Yes
1817,11817,College,Yes
1818,11818,Graduate,No
1819,11819,Graduate,No
1820,11820,Graduate,No
1821,11821,Graduate,Yes
1822,11822,College,Yes
1823,11823,Some College,Yes
1824,11824,High School,Yes
1825,11825,Graduate,Yes
1826,11826,High School,Yes
1827,11827,High School,Yes
1828,11828,College,Yes
1829,11829,Graduate,Yes
1830,11830,Graduate,Yes
1831,11831,Graduate,Yes
1832,11832,High School,Yes
1833,11833,Graduate,Yes
1834,11834,Graduate,Yes
1835,11835,Some College,Yes
1836,11836,College,Yes
1837,11837,Graduate,No
1838,11838,Graduate,Yes
1839,11839,College,Yes
1840,11840,College,No
1841,11841,High School,Yes
1842,11842,High School,Yes
1843,11843,High School,Yes
1844,11844,College,Yes
1845,11845,Some College,Yes
1846,11846,Graduate,Yes
1847,11847,College,Yes
1848,11848,Some College,Yes
1849,11849,College,Yes
1850,11850,Some College,Yes
1851,11851,College,Yes
1852,11852,College,No
1853,11853,Some College,Yes
1854,11854,Some College,Yes
1855,11855,Some College,Yes
1856,11856,Some College,Yes
1857,11857,Some College,Yes
1858,11858,Some College,Yes
1859,11859,Some College,Yes
1860,11860,Some College,Yes
1861,11861,College,Yes
1862,11862,Some College,Yes
1863,11863,Some College,Yes
1864,11864,College,Yes
1865,11865,College,Yes
1866,11866,High School,Yes
1867,11867,High School,Yes
1868,11868,Some College,Yes
1869,11869,Some College,Yes
1870,11870,High School,Yes
1871,11871,High School,Yes
1872,11872,Graduate,Yes
1873,11873,Graduate,Yes
1874,11874,Some College,Yes
1875,11875,Graduate,Yes
1876,11876,High School,No
1877,11877,Some College,No
1878,11878,College,Yes
1879,11879,College,No
1880,11880,High School,Yes
1881,11881,Graduate,Yes
1882,11882,College,Yes
1883,11883,Graduate,Yes
1884,11884,College,Yes
1885,11885,Graduate,Yes
1886,11886,College,No
1887,11887,College,Yes
1888,11888,Some College,Yes
1889,11889,Some College,Yes
1890,11890,High School,Yes
1891,11891,College,Yes
1892,11892,Graduate,Yes
1893,11893,College,Yes
1894,11894,Graduate,Yes
1895,11895,Graduate,Yes
1896,11896,College,Yes
1897,11897,Graduate,No
1898,11898,High School,Yes
1899,11899,Some College,Yes
1900,11900,Graduate,Yes
1901,11901,College,Yes
1902,11902,Some College,Yes
1903,11903,High School,Yes
1904,11904,Graduate,No
1905,11905,Graduate,Yes
1906,11906,Some College,Yes
1907,11907,Graduate,No
1908,11908,College,Yes
1909,11909,Some College,Yes
1910,11910,Some College,Yes
1911,11911,Graduate,Yes
1912,11912,High School,Yes
1913,11913,High School,Yes
1914,11914,High School,Yes
1915,11915,High School,Yes
1916,11916,Some College,Yes
1917,11917,Some College,Yes
1918,11918,Graduate,Yes
1919,11919,High School,Yes
1920,11920,High School,Yes
1921,11921,Graduate,Yes
1922,11922,Graduate,Yes
1923,11923,Graduate,Yes
1924,11924,College,Yes
1925,11925,Graduate,No
1926,11926,Graduate,Yes
1927,11927,College,Yes
1928,11928,High School,No
1929,11929,Some College,Yes
1930,11930,High School,Yes
1931,11931,Some College,Yes
1932,11932,Some College,Yes
1933,11933,Graduate,Yes
1934,11934,Graduate,Yes
1935,11935,College,Yes
1936,11936,High School,Yes
1937,11937,High School,Yes
1938,11938,Some College,Yes
1939,11939,Graduate,Yes
1940,11940,Graduate,Yes
1941,11941,High School,Yes
1942,11942,College,Yes
1943,11943,Graduate,Yes
1944,11944,College,Yes
1945,11945,High School,Yes
1946,11946,High School,Yes
1947,11947,College,Yes
1948,11948,Graduate,Yes
1949,11949,High School,Yes
1950,11950,Some College,Yes
1951,11951,High School,Yes
1952,11952,Graduate,Yes
1953,11953,Some College,Yes
1954,11954,High School,No
1955,11955,Graduate,Yes
1956,11956,Graduate,Yes
1957,11957,High School,Yes
1958,11958,Graduate,Yes
1959,11959,College,Yes
1960,11960,Some College,Yes
1961,11961,College,Yes
1962,11962,High School,Yes
1963,11963,College,Yes
1964,11964,High School,Yes
1965,11965,High School,Yes
1966,11966,Graduate,Yes
1967,11967,Graduate,Yes
1968,11968,High School,Yes
1969,11969,Some College,Yes
1970,11970,Some College,Yes
1971,11971,Some College,Yes
1972,11972,College,Yes
1973,11973,High School,Yes
1974,11974,Graduate,Yes
1975,11975,College,Yes
1976,11976,College,Yes
1977,11977,Graduate,Yes
1978,11978,High School,Yes
1979,11979,College,Yes
1980,11980,High School,Yes
1981,11981,High School,No
1982,11982,High School,Yes
1983,11983,Graduate,Yes
1984,11984,High School,Yes
1985,11985,College,Yes
1986,11986,Graduate,Yes
1987,11987,Graduate,Yes
1988,11988,College,Yes
1989,11989,Graduate,Yes
1990,11990,College,Yes
1991,11991,Some College,No
1992,11992,College,Yes
1993,11993,Graduate,Yes
1994,11994,College,Yes
1995,11995,Some College,Yes
1996,11996,High School,Yes
1997,11997,High School,Yes
1998,11998,High School,Yes
1999,11999,Graduate,Yes
2000,12000,Some College,Yes
2001,12001,College,No
2002,12002,College,Yes
2003,12003,College,Yes
2004,12004,College,Yes
2005,12005,Graduate,Yes
2006,12006,Graduate,Yes
2007,12007,Some College,Yes
2008,12008,College,Yes
2009,12009,High School,Yes
2010,12010,Graduate,Yes
2011,12011,Some College,Yes
2012,12012,Some College,Yes
2013,12013,Graduate,Yes
2014,12014,High School,Yes
2015,12015,High School,Yes
2016,12016,College,Yes
2017,12017,Graduate,Yes
2018,12018,High School,Yes
2019,12019,Graduate,Yes
2020,12020,Some College,Yes
2021,12021,Some College,No
2022,12022,Some College,Yes
2023,12023,Graduate,Yes
2024,12024,College,Yes
2025,12025,College,Yes
2026,12026,High School,Yes
2027,12027,Graduate,Yes
2028,12028,College,No
2029,12029,Graduate,Yes
2030,12030,College,Yes
2031,12031,Some College,Yes
2032,12032,Some College,Yes
2033,12033,High School,Yes
2034,12034,Some College,Yes
2035,12035,College,Yes
2036,12036,High School,Yes
2037,12037,High School,Yes
2038,12038,Some College,Yes
2039,12039,Graduate,Yes
2040,12040,Some College,Yes
2041,12041,Some College,Yes
2042,12042,High School,Yes
2043,12043,Some College,Yes
2044,12044,College,Yes
2045,12045,High School,Yes
2046,12046,Some College,Yes
2047,12047,Graduate,Yes
2048,12048,College,Yes
2049,12049,Graduate,No
2050,12050,College,Yes
2051,12051,Graduate,Yes
2052,12052,Some College,Yes
2053,12053,College,Yes
2054,12054,High School,Yes
2055,12055,High School,Yes
2056,12056,Graduate,Yes
2057,12057,Graduate,Yes
2058,12058,Graduate,Yes
2059,12059,College,Yes
2060,12060,High School,Yes
2061,12061,Some College,Yes
2062,12062,College,Yes
2063,12063,Graduate,Yes
2064,12064,High School,Yes
2065,12065,Graduate,Yes
2066,12066,Some College,Yes
2067,12067,Some College,Yes
2068,12068,High School,Yes
2069,12069,College,Yes
2070,12070,Some College,Yes
2071,12071,Some College,Yes
2072,12072,Some College,Yes
2073,12073,Some College,Yes
2074,12074,Graduate,Yes
2075,12075,Graduate,No
2076,12076,College,Yes
2077,12077,High School,Yes
2078,12078,High School,Yes
2079,12079,High School,Yes
2080,12080,Some College,Yes
2081,12081,Graduate,Yes
2082,12082,Graduate,Yes
2083,12083,College,Yes
2084,12084,High School,Yes
2085,12085,Graduate,Yes
2086,12086,College,Yes
2087,12087,High School,Yes
2088,12088,Some College,Yes
2089,12089,Graduate,Yes
2090,12090,Graduate,Yes
2091,12091,High School,Yes
2092,12092,Some College,Yes
2093,12093,Some College,Yes
2094,12094,Graduate,Yes
2095,12095,High School,Yes
2096,12096,College,Yes
2097,12097,Graduate,No
2098,12098,Some College,Yes
2099,12099,College,Yes
2100,12100,High School,No
2101,12101,Some College,Yes
2102,12102,College,Yes
2103,12103,Graduate,Yes
2104,12104,Some College,Yes
2105,12105,High School,Yes
2106,12106,Some College,Yes
2107,12107,Graduate,Yes
2108,12108,High School,Yes
2109,12109,Graduate,Yes
2110,12110,College,Yes
2111,12111,Some College,Yes
2112,12112,Graduate,Yes
2113,12113,College,Yes
2114,12114,High School,Yes
2115,12115,High School,Yes
2116,12116,College,Yes
2117,12117,College,Yes
2118,12118,High School,No
2119,12119,Graduate,Yes
2120,12120,College,Yes
2121,12121,Graduate,Yes
2122,12122,High School,Yes
2123,12123,Graduate,Yes
2124,12124,Graduate,Yes
2125,12125,College,Yes
2126,12126,Graduate,Yes
2127,12127,Graduate,Yes
2128,12128,Graduate,Yes
2129,12129,High School,Yes
2130,12130,High School,Yes
2131,12131,Some College,Yes
2132,12132,High School,Yes
2133,12133,High School,Yes
2134,12134,Some College,Yes
2135,12135,Some College,Yes
2136,12136,College,Yes
2137,12137,College,Yes
2138,12138,High School,Yes
2139,12139,Graduate,Yes
2140,12140,College,Yes
2141,12141,College,Yes
2142,12142,High School,Yes
2143,12143,Graduate,Yes
2144,12144,Some College,Yes
2145,12145,Some College,Yes
2146,12146,High School,Yes
2147,12147,High School,Yes
2148,12148,Graduate,Yes
2149,12149,High School,Yes
2150,12150,High School,Yes
2151,12151,High School,Yes
2152,12152,Graduate,Yes
2153,12153,High School,Yes
2154,12154,College,Yes
2155,12155,Graduate,No
2156,12156,College,Yes
2157,12157,Graduate,Yes
2158,12158,College,Yes
2159,12159,Graduate,Yes
2160,12160,Some College,Yes
2161,12161,High School,Yes
2162,12162,High School,Yes
2163,12163,Graduate,Yes
2164,12164,College,Yes
2165,12165,Some College,Yes
2166,12166,College,Yes
2167,12167,High School,Yes
2168,12168,High School,Yes
2169,12169,College,Yes
